time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-09-02T00:36:49.790Z,-37.5089,179.018,23.99,4.7,mwr,,170,0.568,1.37,us,us10006jir,2016-09-19T23:22:05.040Z,"155km NE of Gisborne, New Zealand",earthquake,8.3,6,0.083,14,reviewed,us,us
2016-09-02T00:30:14.390Z,-37.5587,179.0751,29.59,4.9,mb,,243,0.61,0.79,us,us10006jih,2016-09-19T23:30:12.040Z,"153km NE of Gisborne, New Zealand",earthquake,5.6,6,0.129,19,reviewed,us,us
2016-09-02T00:21:41.050Z,-55.1818,-30.8643,10,4.7,mb,,75,3.382,1.4,us,us10006kh4,2016-09-25T04:42:01.040Z,"284km NW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,10.5,1.9,0.106,27,reviewed,us,us
2016-09-02T00:20:58.630Z,-37.3239,179.4854,10,4.6,mb,,117,0.967,0.77,us,us10006kj3,2016-09-26T04:28:20.040Z,"196km NE of Gisborne, New Zealand",earthquake,3.8,1.9,0.141,15,reviewed,us,us
2016-09-02T00:12:01.110Z,-37.2781,179.1755,10,4.5,mb,,206,0.747,0.84,us,us10006kh5,2016-09-25T23:40:04.040Z,"184km NE of Gisborne, New Zealand",earthquake,7.4,1.9,0.14,15,reviewed,us,us
2016-09-01T23:27:01.010Z,38.2239,141.9022,43.64,4.5,mb,,150,0.947,0.73,us,us10006jhv,2016-09-10T05:21:03.224Z,"56km ESE of Ishinomaki, Japan",earthquake,6.4,7.7,0.108,25,reviewed,us,us
2016-09-01T22:56:34.070Z,-55.2528,-30.9681,10,5.1,mb,,46,3.341,0.9,us,us10006jhn,2016-09-10T05:09:03.040Z,"285km WNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,8.3,1.7,0.072,62,reviewed,us,us
2016-09-01T21:43:09.250Z,-37.5064,179.3448,10.89,4.6,mb,,294,0.827,1.23,us,us10006k37,2016-09-13T05:17:48.040Z,"173km NE of Gisborne, New Zealand",earthquake,8.7,7.3,0.173,10,reviewed,us,us
2016-09-01T21:19:02.450Z,-37.2506,179.4281,8.27,4.5,mb,,244,0.945,0.63,us,us10006jhk,2016-09-10T04:35:05.040Z,"199km NE of Gisborne, New Zealand",earthquake,8.4,5,0.14,15,reviewed,us,us
2016-09-01T20:06:08.560Z,-37.6355,179.0968,13.48,5.5,mb,,144,0.631,1.39,us,us10006jfz,2016-09-07T07:44:09.418Z,"148km NE of Gisborne, New Zealand",earthquake,6.9,5.2,0.094,39,reviewed,us,us
2016-09-01T20:04:15.790Z,0.5795,98.5337,24.32,5.8,mb,,40,1.198,1.15,us,us10006jg1,2016-09-29T05:59:39.333Z,"119km SW of Padangsidempuan, Indonesia",earthquake,6.4,3.6,0.039,236,reviewed,us,us
2016-09-01T19:48:50.620Z,-37.516,179.3168,10,5,mb,,193,0.804,0.87,us,us10006jfq,2016-09-01T20:18:42.040Z,"170km NE of Gisborne, New Zealand",earthquake,3.8,1.9,0.105,32,reviewed,us,us
2016-09-01T19:18:32.330Z,-37.2249,178.7066,10,5.5,mb,,64,0.463,1.31,us,us10006jf5,2016-09-01T21:23:37.443Z,"157km NE of Opotiki, New Zealand",earthquake,6.4,1.7,0.051,134,reviewed,us,us
2016-09-01T18:59:18.030Z,-37.0874,179.138,10,5.3,mb,,176,0.814,0.81,us,us10006jew,2016-09-01T19:25:24.040Z,"197km ENE of Opotiki, New Zealand",earthquake,4,1.8,0.1,33,reviewed,us,us
2016-09-01T18:00:14.940Z,-37.3849,179.3734,10,4.9,mb,,279,0.867,0.86,us,us10006jev,2016-09-07T07:44:55.357Z,"185km NE of Gisborne, New Zealand",earthquake,4.6,2,0.177,10,reviewed,us,us
2016-09-01T17:36:00.560Z,-37.1775,179.0771,10,5.6,mb,,68,0.724,1.13,us,us10006jdx,2016-09-07T07:44:34.370Z,"187km ENE of Opotiki, New Zealand",earthquake,6.7,1.8,0.077,60,reviewed,us,us
2016-09-01T17:14:05.900Z,-37.0443,179.0063,13.76,5.7,mb,,58,0.76,1.12,us,us10006jd4,2016-09-01T20:24:32.955Z,"190km NE of Opotiki, New Zealand",earthquake,6.7,3.4,0.054,125,reviewed,us,us
2016-09-01T17:08:03.440Z,-37.1965,179.2828,10,5.3,mb,,88,0.859,1.08,us,us10006jdb,2016-09-01T18:08:36.040Z,"196km NE of Gisborne, New Zealand",earthquake,9,1.7,0.161,13,reviewed,us,us
2016-09-01T17:01:08.470Z,-37.0814,178.9133,10.02,5.7,mb,,38,0.681,1.46,us,us10006jc0,2016-09-07T07:04:41.170Z,"181km NE of Opotiki, New Zealand",earthquake,7.5,3.2,0.066,82,reviewed,us,us
2016-09-01T16:55:45.570Z,-37.3997,179.4097,10,5,mb,,120,0.892,0.89,us,us10006jpx,2016-09-02T17:22:20.040Z,"185km NE of Gisborne, New Zealand",earthquake,7,1.3,0.12,24,reviewed,us,us
2016-09-01T16:53:07.460Z,-37.0261,179.0434,10,5.3,mb,,100,0.794,1.4,us,us10006jpi,2016-09-02T17:08:35.040Z,"194km NE of Opotiki, New Zealand",earthquake,5.7,1.9,0.089,45,reviewed,us,us
2016-09-01T16:51:31.530Z,-37.2014,179.1324,10,5.3,mb,,137,0.75,0.86,us,us10006jpd,2016-09-02T16:45:47.040Z,"189km NNE of Gisborne, New Zealand",earthquake,7.2,1.9,0.126,23,reviewed,us,us
2016-09-01T16:49:47.810Z,-37.1457,179.0631,10,5.4,mb,,94,0.732,1.19,us,us10006jpa,2016-09-02T16:30:17.040Z,"188km ENE of Opotiki, New Zealand",earthquake,7.4,1.9,0.091,41,reviewed,us,us
2016-09-01T16:48:02.730Z,-37.242,179.1412,14.14,5.6,mb,,99,0.737,1.48,us,us10006jp4,2016-09-02T16:23:00.390Z,"185km NNE of Gisborne, New Zealand",earthquake,6.2,3.8,0.082,54,reviewed,us,us
2016-09-01T16:47:12.490Z,-37.4036,179.7878,10,5.6,mb,,197,1.188,1.7,us,us10006jbt,2016-09-02T15:59:04.244Z,"209km NE of Gisborne, New Zealand",earthquake,9.7,2,0.154,19,reviewed,us,us
2016-09-01T16:37:57.790Z,-37.401,179.0548,19,7.1,mww,,68,3.936,0.99,us,us10006jbi,2016-09-07T07:06:44.363Z,"166km NE of Gisborne, New Zealand",earthquake,8,1.7,,,reviewed,us,us
2016-09-01T16:22:38.720Z,-6.3055,154.905,88.91,5,mb,,46,3.444,0.89,us,us10006jbe,2016-09-02T14:39:15.040Z,"64km W of Panguna, Papua New Guinea",earthquake,7.4,6.3,0.046,150,reviewed,us,us
2016-09-01T14:58:49.330Z,-18.5596,167.6471,48.11,4.8,mb,,72,2.239,0.94,us,us10006jaw,2016-09-15T17:00:54.040Z,"115km SW of Port-Vila, Vanuatu",earthquake,9.2,8,0.101,32,reviewed,us,us
2016-09-01T11:09:56.680Z,-8.1071,156.3975,10,4.9,mb,,57,3.75,0.96,us,us10006j9y,2016-09-01T11:34:40.040Z,"48km W of Gizo, Solomon Islands",earthquake,8.1,1.9,0.07,63,reviewed,us,us
2016-09-01T10:14:14.930Z,-22.0749,-175.5794,15.95,5.2,mb,,71,6.077,1.35,us,us10006j9k,2016-09-07T07:48:50.084Z,"104km SSW of Vaini, Tonga",earthquake,9.7,3.8,0.036,260,reviewed,us,us
2016-09-01T08:55:33.840Z,-5.5663,153.7979,60.83,4.9,mb,,70,2.125,0.65,us,us10006j9c,2016-09-24T12:20:07.040Z,"148km SE of Taron, Papua New Guinea",earthquake,8.9,7.5,0.069,65,reviewed,us,us
2016-09-01T08:27:33.790Z,2.889,126.6226,71.96,4.8,mb,,99,2.23,1.19,us,us10006j99,2016-09-24T12:12:57.040Z,"200km NW of Tobelo, Indonesia",earthquake,8.8,6,0.077,53,reviewed,us,us
2016-09-01T08:04:11.480Z,-16.4893,-72.2152,78.57,4.8,mb,,149,2.588,0.85,us,us10006j90,2016-09-24T10:21:06.216Z,"54km ENE of Camana, Peru",earthquake,8.7,8.5,0.097,33,reviewed,us,us
2016-09-01T06:00:08.620Z,46.7758,153.7359,10,5.1,mb,,55,6.834,0.87,us,us10006j88,2016-09-30T09:19:29.040Z,"Kuril Islands",earthquake,7.1,1.8,0.029,380,reviewed,us,us
